"16.52 Wib RT PRFMnews  Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/u8B5xdzg2h",2016-11-24 09:54:15
RT @PRFMnews: 16.52: RT @marselldea: Jalan Soekarno Hatta masih macet. #lalinBDG   https://t.co/HCwFHBwoWY,2016-11-24 09:54:07
"RT @RTMC_PoldaJabar: 16.52 Wib RT @PRFMnews  Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co…",2016-11-24 09:53:44
"16.52 Wib RT @PRFMnews  Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/ViNsMwt3pM",2016-11-24 09:52:49
16.52: RT @marselldea: Jalan Soekarno Hatta masih macet. #lalinBDG   https://t.co/HCwFHBwoWY,2016-11-24 09:52:44
"16.51: RT @BandungCC2016: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/yedtNiJZRM",2016-11-24 09:51:45
16.50: RT @BandungCC2016: Arus lalu lintas daerah Antapani terpantau padat di kedua arah. #lalinBDG  https://t.co/xrd0X8NAbQ,2016-11-24 09:51:02
"16:50 Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang @tmc_restabesbdg @dishub_kotabdg… https://t.co/PMP0JIaAXh",2016-11-24 09:50:28
"16.50: RT @christantina93: Jalan layang Pasupati arah Jalan Pasteur macet parah, maju sedikit-sedikit. #lalinBDG https://t.co/f840zgRqqL",2016-11-24 09:50:16
16.49: RT @BandungCC2016: Arus lalu lintas daerah Surapati Core terpantau padat. #lalinBDG https://t.co/w12OpYlE7Y,2016-11-24 09:49:27
16.40 Operasi zebra @Polres_Cimahi  meninbulkan kemacetan sampai fly over cimindi. #lalinBDG @PRFMnews,2016-11-24 09:40:15
16.39: RT @_ujangkemod: Lalu lintas di Pasar Baru selalu begini hampir sepanjang hari. #lalinBDG https://t.co/VRQ9lqzZ6i,2016-11-24 09:39:57
RT @swarapublik: 15.05 RT BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas PRFMnews infobdg #lalinBDG https://t.co/Fm3gX4F…,2016-11-24 08:16:14
RT @swarapublik: 15.05 RT BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas PRFMnews infobdg #lalinBDG https://t.co/Fm3gX4F…,2016-11-24 08:16:09
15.05 RT BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas PRFMnews infobdg #lalinBDG https://t.co/Fm3gX4FuXu,2016-11-24 08:14:30
15.05 RT @BandungCC2016 perempatan Jl. Jakarta terpantau padat dari cicadas @PRFMnews @infobdg #lalinBDG https://t.co/z1PecJ6N6C,2016-11-24 08:05:47
15.03 Arus lalin daerah Soetta-Buah Batu dan Soetta-Kiaracondong terpantau padat @PRFMnews @tmc_restabesbdg… https://t.co/mAMSbzhLDt,2016-11-24 08:04:11
15.00 Arus lalin daerah perempatan Jl. Jakarta terpantau padat dari cicadas @PRFMnews @tmc_restabesbdg @infobdg… https://t.co/qWXLoVhgbr,2016-11-24 07:59:46
"RT @infobdg: #lalinBDG 14.30: di lampu merah S.hatta-Bubat arah Samsat padat merayap, Ngaheab | @siouutay https://t.co/O70pzVE5cR",2016-11-24 07:47:08
"#lalinBDG 14.30: di lampu merah S.hatta-Bubat arah Samsat padat merayap, Ngaheab | @siouutay https://t.co/O70pzVE5cR",2016-11-24 07:31:11
Kondisi terkini laporan pandangan mata di lampu merah S.hatta-Bubat arah Samsat.. Ngaheab.. 😁 @PRFMnews @infobdg… https://t.co/EuopdUNWa7,2016-11-24 07:24:34
RT @infobdg: #lalinBDG 11.42: Arus lalin daerah Suniaraja - Pasar Baru ABC terpantau padat harap bersabar | @BandungCC2016 https://t.co/452…,2016-11-24 06:57:20
"RT @kangtris: Suasana Jalan Telaga bodas, bandung, cukup lengang #lalinBDG @PRFMnews https://t.co/BDqW9zxFQp",2016-11-24 06:29:40
"Suasana Jalan Telaga bodas, bandung, cukup lengang #lalinBDG @PRFMnews https://t.co/BDqW9zxFQp",2016-11-24 06:26:45
